Date,Price,Open,High,Low,Vol.,Change
2015-07-13,2120.25,2087.02,2126.44,2071.71,233800000,4.18
2015-07-14,2149.52,2155.69,2200.49,2133.71,285600000,1.38
2015-07-15,2058.84,2158.56,2158.56,2053.75,345300000,-4.22
2015-07-16,2086.52,2020.72,2128.90,1971.51,324300000,1.34
2015-07-17,2190.42,2100.16,2204.09,2097.22,307000000,4.98
2015-07-20,2230.29,2208.08,2262.48,2184.20,358200000,1.82
2015-07-21,2265.10,2208.55,2282.49,2187.41,312400000,1.56
2015-07-22,2287.98,2266.61,2296.40,2232.48,334900000,1.01
2015-07-23,2352.65,2292.61,2358.51,2280.72,367000000,2.83
2015-07-24,2322.71,2361.16,2395.97,2306.58,400900000,-1.27
2015-07-27,2160.09,2277.62,2340.93,2159.28,364400000,-7.00
2015-07-28,2111.70,2059.24,2186.35,2024.31,374300000,-2.24
2015-07-29,2198.81,2139.39,2198.82,2062.82,296500000,4.13
2015-07-30,2128.16,2188.00,2229.98,2125.34,299500000,-3.21
2015-07-31,2110.62,2096.02,2154.95,2082.45,235200000,-0.82
2015-08-03,2053.12,2079.13,2097.37,2020.55,243700000,-2.72
2015-08-04,2150.95,2053.06,2150.95,2042.13,261600000,4.76
2015-08-05,2128.42,2148.78,2179.60,2112.06,271200000,-1.05
2015-08-06,2113.65,2084.89,2139.99,2077.30,202200000,-0.69
2015-08-07,2177.15,2132.34,2177.39,2130.49,251900000,3.00
2015-08-10,2274.84,2198.89,2286.90,2192.13,323100000,4.49
2015-08-11,2284.27,2278.17,2315.13,2266.74,351800000,0.41
2015-08-12,2249.18,2264.24,2296.92,2249.18,285100000,-1.54
2015-08-13,2298.79,2239.09,2298.79,2222.24,287100000,2.21
2015-08-14,2310.40,2316.48,2335.97,2296.91,326800000,0.51
2015-08-17,2327.49,2303.86,2329.39,2279.43,326800000,0.74
2015-08-18,2174.42,2331.14,2340.09,2166.21,389000000,-6.58
2015-08-19,2222.05,2107.65,2233.89,2060.34,331700000,2.19
2015-08-20,2155.49,2201.12,2234.22,2153.75,283800000,-3.00
2015-08-21,2039.40,2114.89,2139.39,2035.72,260200000,-5.39
2015-08-24,1882.46,1951.28,1959.06,1881.35,193800000,-7.70
2015-08-25,1749.07,1751.28,1801.79,1744.87,218700000,-7.09
2015-08-26,1695.76,1746.08,1806.14,1672.16,326700000,-3.05
2015-08-27,1752.21,1723.54,1752.21,1661.76,272000000,3.33
2015-08-28,1846.83,1776.44,1848.96,1761.27,316000000,5.40
2015-08-31,1790.31,1832.98,1832.98,1780.78,266700000,-3.06
2015-09-01,1707.78,1763.10,1763.10,1687.36,246300000,-4.61
2015-09-02,1673.95,1628.18,1739.57,1625.73,259200000,-1.98
2015-09-07,1677.33,1689.14,1736.24,1665.19,228500000,0.20
2015-09-08,1741.54,1662.57,1744.68,1646.54,200400000,3.83
2015-09-09,1798.84,1750.36,1809.02,1745.65,311900000,3.29
2015-09-10,1770.38,1770.03,1802.22,1762.57,225300000,-1.58
2015-09-11,1781.35,1766.78,1793.94,1756.44,190500000,0.62
2015-09-14,1662.89,1789.43,1794.41,1656.49,240900000,-6.65
2015-09-15,1580.26,1616.46,1649.59,1574.74,198200000,-4.97
2015-09-16,1683.36,1585.11,1689.72,1581.80,234800000,6.52
2015-09-17,1658.41,1680.00,1729.22,1658.41,273700000,-1.48
2015-09-18,1679.10,1668.33,1689.03,1648.71,187700000,1.25
2015-09-21,1738.64,1657.94,1739.05,1652.07,227200000,3.55
2015-09-22,1750.91,1744.03,1770.24,1728.52,263900000,0.71
2015-09-23,1736.44,1721.24,1756.45,1717.61,231800000,-0.83
2015-09-24,1757.54,1744.06,1764.64,1736.30,221500000,1.22
2015-09-25,1697.12,1748.27,1759.55,1685.37,226700000,-3.44
2015-09-28,1737.92,1698.22,1738.92,1678.22,164000000,2.40
2015-09-29,1711.71,1710.14,1732.53,1697.53,174500000,-1.51
2015-09-30,1716.78,1719.19,1727.65,1698.67,149800000,0.30
2015-10-08,1785.39,1771.78,1797.85,1759.88,230700000,4.00
2015-10-09,1811.63,1783.94,1819.17,1780.05,241900000,1.47
2015-10-12,1887.28,1822.22,1903.46,1821.72,341300000,4.18
2015-10-13,1907.12,1873.20,1911.87,1867.28,295200000,1.05
2015-10-14,1884.15,1899.42,1916.42,1879.74,296100000,-1.20
2015-10-15,1941.28,1875.44,1941.28,1875.44,308500000,3.03
2015-10-16,1966.96,1954.14,1968.38,1928.66,357299999,1.32
2015-10-19,1969.64,1974.68,1986.23,1943.80,354400000,0.14
2015-10-20,2008.48,1967.58,2008.48,1961.24,328900000,1.97
2015-10-21,1889.13,2008.36,2018.98,1882.26,421700000,-5.94
2015-10-22,1959.19,1885.63,1961.60,1885.12,326800000,3.71
2015-10-23,2016.74,1975.09,2024.41,1968.43,379000000,2.94
2015-10-26,2030.48,2042.30,2048.84,2003.94,391500000,0.68
2015-10-27,2043.78,2012.76,2054.94,1948.23,366300000,0.66
2015-10-28,1998.38,2030.23,2057.18,1989.85,341500000,-2.22
2015-10-29,2014.40,2011.82,2035.23,1983.55,281800000,0.80
2015-10-30,2014.86,2011.07,2042.68,1979.81,296300000,0.02
2015-11-02,1987.97,1987.95,2047.54,1982.14,274700000,-1.33
2015-11-03,1987.47,1993.31,2008.36,1968.65,224100000,-0.03
2015-11-04,2089.29,1996.50,2089.29,1996.50,339400000,5.12
2015-11-05,2093.47,2094.14,2123.87,2075.59,429099999,0.20
2015-11-06,2152.43,2094.37,2154.96,2094.37,377400000,2.82
2015-11-09,2191.60,2142.74,2203.66,2125.58,422200000,1.82
2015-11-10,2209.61,2181.28,2222.89,2175.07,400900000,0.82
2015-11-11,2253.21,2211.51,2254.67,2202.63,382100000,1.97
2015-11-12,2259.49,2263.72,2279.85,2228.17,403500000,0.28
2015-11-13,2205.57,2232.52,2245.26,2182.07,363000000,-2.39
2015-11-16,2250.98,2161.11,2250.98,2159.30,292400000,2.06
2015-11-17,2231.18,2274.30,2289.14,2225.24,403500000,-0.88
2015-11-18,2189.88,2231.91,2246.36,2185.18,306100000,-1.85
2015-11-19,2257.21,2197.28,2257.21,2196.07,294500000,3.07
2015-11-20,2285.83,2266.53,2296.15,2256.55,364700000,1.27
2015-11-23,2268.62,2287.47,2310.76,2260.05,362400000,-0.75
2015-11-24,2300.09,2266.14,2300.09,2247.08,283900000,1.39
2015-11-25,2343.62,2300.63,2346.37,2298.64,325400000,1.89
2015-11-26,2325.69,2354.42,2358.34,2320.45,349700000,-0.77
2015-11-27,2184.11,2311.22,2324.06,2168.71,371500000,-6.09
2015-11-30,2203.61,2187.33,2212.95,2086.43,325200000,0.89
2015-12-01,2198.28,2200.86,2226.69,2172.21,270200000,-0.24
2015-12-02,2189.31,2191.45,2197.93,2121.63,264000000,-0.41
2015-12-03,2243.94,2191.59,2243.94,2191.59,249500000,2.50
2015-12-04,2233.26,2236.77,2260.42,2217.21,268100000,-0.48
2015-12-07,2261.41,2237.12,2263.43,2222.26,247700000,1.26
2015-12-08,2221.27,2250.17,2252.25,2213.48,261000000,-1.77
2015-12-09,2214.21,2209.17,2230.78,2197.17,233000000,-0.32
2015-12-10,2211.86,2212.31,2236.51,2206.39,228600000,-0.11
2015-12-11,2195.86,2203.17,2215.40,2185.78,204700000,-0.72
2015-12-14,2239.68,2174.72,2239.68,2171.26,214899999,2.00
2015-12-15,2264.72,2242.85,2273.14,2242.85,228299999,1.12
2015-12-16,2280.12,2272.44,2295.10,2271.34,235500000,0.68
2015-12-17,2342.18,2294.20,2342.18,2294.20,328500000,2.72
2015-12-18,2335.60,2341.75,2350.70,2322.03,305800000,-0.28
2015-12-21,2357.99,2331.31,2361.51,2329.68,298500000,0.96
2015-12-22,2379.63,2363.28,2379.63,2348.96,288400000,0.92
2015-12-23,2351.06,2381.46,2386.31,2345.37,312300000,-1.20
2015-12-24,2346.37,2344.78,2352.81,2307.47,232500000,-0.20
2015-12-25,2359.73,2350.94,2366.06,2343.76,214300000,0.57
2015-12-28,2308.38,2367.97,2377.20,2308.38,279800000,-2.18
2015-12-29,2330.36,2305.48,2330.36,2286.99,215000000,0.95
2015-12-30,2351.35,2333.62,2352.87,2327.13,231700000,0.90
2015-12-31,2308.91,2352.43,2356.90,2308.84,222300000,-1.80
2016-01-04,2119.16,2304.48,2304.49,2119.10,204899999,-8.22
2016-01-05,2079.77,2012.61,2121.39,2005.39,294300000,-1.86
2016-01-06,2133.96,2090.36,2133.96,2071.65,253500000,2.61
2016-01-07,1958.09,2094.66,2094.66,1955.88,71700000,-8.24
2016-01-08,1978.72,2002.21,2021.70,1878.49,285100000,1.05
2016-01-11,1848.10,1934.24,1958.91,1847.88,261300000,-6.60
2016-01-12,1855.39,1846.44,1879.20,1811.79,217600000,0.39
2016-01-13,1791.18,1864.19,1880.62,1791.10,208900000,-3.46
2016-01-14,1859.37,1732.53,1862.08,1729.99,228500000,3.81
2016-01-15,1796.13,1845.16,1863.36,1785.51,221200000,-3.40
2016-01-18,1830.33,1759.49,1851.51,1758.19,193400000,1.90
2016-01-19,1895.75,1825.47,1898.53,1820.58,231400000,3.57
2016-01-20,1876.31,1883.04,1909.46,1862.69,229700000,-1.03
2016-01-21,1800.99,1845.58,1895.06,1800.99,210100000,-4.01
2016-01-22,1827.34,1820.85,1837.71,1772.01,178100000,1.46
2016-01-25,1845.78,1843.10,1863.38,1827.37,165100000,1.01
2016-01-26,1714.42,1824.40,1826.62,1710.44,214000000,-7.12
2016-01-27,1700.15,1720.44,1725.25,1618.12,221400000,-0.83
2016-01-28,1629.07,1676.88,1696.71,1622.47,168900000,-4.18
2016-01-29,1689.43,1624.85,1703.66,1620.51,180900000,3.71
2016-02-01,1671.91,1684.72,1699.01,1647.37,153700000,-1.04
2016-02-02,1729.09,1672.99,1734.52,1672.99,167600000,3.42
2016-02-03,1737.20,1709.48,1744.58,1698.09,158700000,0.47
2016-02-04,1771.07,1742.39,1779.79,1742.39,179700000,1.95
2016-02-05,1750.70,1773.71,1780.13,1750.46,147300000,-1.15
2016-02-15,1750.02,1693.81,1759.90,1693.34,137400000,-0.04
2016-02-16,1821.71,1759.40,1826.15,1759.40,200400000,4.10
2016-02-17,1847.65,1821.48,1850.36,1810.13,230799999,1.42
2016-02-18,1841.42,1859.52,1867.98,1838.10,237200000,-0.34
2016-02-19,1850.51,1835.56,1861.72,1831.75,190400000,0.49
2016-02-22,1888.18,1874.49,1888.18,1865.08,236000000,2.04
2016-02-23,1877.18,1890.32,1894.54,1852.45,228000000,-0.58
2016-02-24,1876.47,1869.43,1887.11,1836.91,222300000,-0.04
2016-02-25,1738.67,1872.25,1872.25,1731.58,270400000,-7.34
2016-02-26,1736.54,1750.51,1759.80,1701.50,208500000,-0.12
2016-02-29,1643.36,1726.78,1726.78,1627.18,208700000,-5.37
2016-03-01,1681.47,1643.55,1693.78,1620.58,210100000,2.32
2016-03-02,1760.58,1677.43,1763.39,1676.67,269800000,4.70
2016-03-03,1758.13,1760.32,1793.43,1756.77,288700000,-0.14
2016-03-04,1706.97,1749.33,1762.23,1687.37,260500000,-2.91
2016-03-07,1741.64,1724.18,1759.78,1724.10,198700000,2.03
2016-03-08,1750.54,1738.72,1750.54,1673.49,231000000,0.51
2016-03-09,1713.44,1712.19,1740.96,1700.47,180300000,-2.12
2016-03-10,1688.97,1714.38,1728.64,1686.99,151000000,-1.43
2016-03-11,1685.24,1670.45,1697.72,1663.31,127000000,-0.22
2016-03-14,1745.29,1704.51,1762.68,1704.51,206600000,3.56
2016-03-15,1729.08,1740.03,1748.87,1722.53,171500000,-0.93
2016-03-16,1711.46,1741.87,1748.01,1700.08,158600000,-1.02
2016-03-17,1772.43,1717.91,1777.30,1717.91,232900000,3.56
2016-03-18,1837.21,1780.45,1843.27,1780.04,318000000,3.65
2016-03-21,1886.37,1860.61,1886.37,1855.27,338100000,2.68
2016-03-22,1880.78,1870.56,1896.21,1860.43,279200000,-0.30
2016-03-23,1902.53,1874.56,1902.53,1870.08,247900000,1.16
2016-03-24,1876.11,1885.12,1911.58,1869.33,270400000,-1.39
2016-03-25,1885.18,1870.32,1890.65,1861.10,210000000,0.48
2016-03-28,1874.65,1896.36,1914.82,1868.74,239899999,-0.56
2016-03-29,1840.51,1871.17,1874.60,1824.88,207000000,-1.82
2016-03-30,1906.77,1856.29,1906.77,1856.29,230600000,3.60
2016-03-31,1912.21,1916.61,1931.43,1906.68,250700000,0.29
2016-04-01,1901.52,1903.34,1909.42,1872.51,215700000,-0.56
2016-04-05,1951.11,1903.64,1953.46,1899.90,262900000,2.61
2016-04-06,1961.71,1943.92,1963.07,1939.44,261100000,0.54
2016-04-07,1930.26,1967.06,1970.87,1930.26,266100000,-1.60
2016-04-08,1914.32,1914.38,1920.75,1889.83,222200000,-0.83
2016-04-11,1952.48,1931.60,1961.69,1931.60,245700000,1.99
2016-04-12,1935.60,1950.31,1954.42,1914.62,217100000,-0.86
2016-04-13,1962.43,1945.74,1984.96,1945.74,310700000,1.39
2016-04-14,1982.45,1972.65,1982.45,1957.77,240700000,1.02
2016-04-15,1978.58,1982.87,1985.54,1967.52,218500000,-0.20
2016-04-18,1952.41,1965.74,1965.74,1938.77,208800000,-1.32
2016-04-19,1958.20,1960.46,1966.54,1944.57,188700000,0.30
2016-04-20,1871.51,1963.61,1966.63,1840.16,304500000,-4.43
2016-04-21,1848.53,1862.59,1885.17,1846.58,213800000,-1.23
2016-04-22,1867.56,1836.13,1867.56,1832.43,170700000,1.03
2016-04-25,1859.90,1861.80,1865.61,1835.88,154100000,-0.41
2016-04-26,1881.99,1857.68,1881.99,1855.30,151400000,1.19
2016-04-27,1876.51,1884.49,1896.08,1873.29,169400000,-0.29
2016-04-28,1874.31,1876.75,1880.43,1840.25,169800000,-0.12
2016-04-29,1873.99,1866.05,1883.54,1863.61,140400000,-0.02
2016-05-03,1929.03,1873.68,1929.03,1865.76,203600000,2.94
2016-05-04,1928.63,1922.11,1943.30,1919.67,205600000,-0.02
2016-05-05,1942.54,1925.32,1943.45,1921.40,180900000,0.72
2016-05-06,1871.61,1944.29,1950.11,1871.61,259200000,-3.65
2016-05-09,1804.34,1852.65,1852.65,1795.86,201900000,-3.59
2016-05-10,1802.27,1799.70,1812.78,1792.46,136900000,-0.11
2016-05-11,1791.06,1812.25,1817.29,1784.99,154100000,-0.62
2016-05-12,1790.03,1766.26,1790.36,1738.70,156000000,-0.06
2016-05-13,1784.33,1784.19,1806.39,1774.56,142500000,-0.32
2016-05-16,1815.03,1778.93,1815.03,1771.26,149100000,1.72
2016-05-17,1814.68,1816.19,1832.43,1801.81,177600000,-0.02
2016-05-18,1766.08,1799.43,1799.43,1746.76,177700000,-2.68
2016-05-19,1775.88,1764.79,1798.46,1764.79,156500000,0.55
2016-05-20,1794.95,1761.34,1794.95,1755.23,150000000,1.07
2016-05-23,1820.99,1799.05,1821.80,1799.05,169000000,1.45
2016-05-24,1804.60,1818.36,1818.36,1792.33,155700000,-0.90
2016-05-25,1800.23,1816.07,1825.33,1792.65,151800000,-0.24
2016-05-26,1808.92,1795.17,1808.92,1763.45,166100000,0.48
2016-05-27,1807.04,1804.49,1820.24,1799.81,159700000,-0.10
2016-05-30,1798.77,1795.93,1813.94,1780.59,138600000,-0.46
2016-05-31,1872.36,1801.03,1872.36,1801.03,255799999,4.09
2016-06-01,1886.51,1877.30,1898.51,1876.62,265400000,0.76
2016-06-02,1904.74,1884.00,1904.74,1882.76,231700000,0.97
2016-06-03,1914.81,1905.22,1927.45,1899.83,251400000,0.53
2016-06-06,1920.12,1920.65,1924.55,1906.74,208400000,0.28
2016-06-07,1924.88,1920.40,1926.35,1909.06,199500000,0.25
2016-06-08,1918.62,1921.39,1930.45,1901.68,208100000,-0.33
2016-06-13,1827.36,1892.07,1905.11,1827.36,233200000,-4.76
2016-06-14,1832.63,1817.77,1836.67,1812.31,169200000,0.29
2016-06-15,1889.87,1812.96,1897.91,1810.66,229600000,3.12
2016-06-16,1885.44,1888.44,1900.03,1879.59,234700000,-0.23
2016-06-17,1900.73,1890.00,1914.33,1885.62,226500000,0.81
2016-06-20,1909.12,1900.91,1913.30,1882.78,199600000,0.44
2016-06-21,1889.71,1920.11,1932.32,1881.07,234899999,-1.02
2016-06-22,1921.38,1884.46,1921.38,1882.55,197100000,1.68
2016-06-23,1915.21,1920.00,1926.27,1900.86,217200000,-0.32
2016-06-24,1900.60,1912.13,1927.44,1845.64,270900000,-0.76
2016-06-27,1946.70,1887.92,1946.70,1887.82,235000000,2.43
2016-06-28,1970.38,1940.28,1972.11,1937.99,268299999,1.22
2016-06-29,1973.34,1977.41,1982.26,1963.90,249600000,0.15
2016-06-30,1974.24,1973.94,1979.02,1963.80,223100000,0.05
2016-07-01,1970.72,1976.31,1985.90,1963.81,204800000,-0.18
2016-07-04,2001.69,1956.49,2004.99,1955.20,254100000,1.57
2016-07-05,2006.38,2002.42,2009.24,1992.73,263800000,0.23
2016-07-06,2015.17,2000.87,2015.82,1995.01,249800000,0.44
2016-07-07,2015.15,2013.22,2022.65,1995.40,281000000,0.00
2016-07-08,2012.29,2013.17,2023.62,2003.63,226800000,-0.14
2016-07-11,2000.98,2015.55,2027.82,1999.34,262700000,-0.56
2016-07-12,2025.02,1998.75,2025.02,1973.74,283700000,1.20
2016-07-13,2041.66,2029.41,2047.32,2024.40,285300000,0.82
2016-07-14,2044.93,2039.56,2045.44,2031.48,235100000,0.16
2016-07-15,2038.73,2045.10,2047.76,2030.91,225100000,-0.30
2016-07-18,2027.88,2034.02,2040.10,2017.10,218900000,-0.53
2016-07-19,2034.45,2026.23,2034.45,2011.51,200400000,0.32
2016-07-20,2035.85,2035.35,2045.81,2031.09,201100000,0.07
2016-07-21,2038.18,2035.50,2052.69,2030.82,215900000,0.11
2016-07-22,2019.57,2037.25,2040.79,2017.77,210000000,-0.91
2016-07-25,2019.81,2015.55,2030.39,2009.71,193500000,0.01
2016-07-26,2044.96,2019.27,2044.96,2019.19,189400000,1.25
2016-07-27,1953.99,2045.89,2047.19,1932.45,319100000,-4.45
2016-07-28,1950.99,1949.54,1964.69,1922.85,218500000,-0.15
2016-07-29,1941.56,1950.11,1955.05,1932.23,168100000,-0.48
2016-08-01,1912.65,1933.19,1933.19,1892.99,171700000,-1.49
2016-08-02,1926.69,1910.24,1926.69,1909.27,128200000,0.73
2016-08-03,1934.82,1923.24,1936.81,1919.03,150000000,0.42
2016-08-04,1948.91,1933.61,1950.58,1926.47,166300000,0.73
2016-08-05,1941.61,1948.62,1954.75,1940.47,159000000,-0.37
2016-08-08,1962.26,1935.83,1962.26,1922.69,168000000,1.06
2016-08-09,1982.66,1961.72,1982.66,1960.56,185000000,1.04
2016-08-10,1976.16,1982.11,1988.79,1976.10,187700000,-0.33
2016-08-11,1950.92,1972.54,1976.90,1950.92,180200000,-1.28
2016-08-12,1973.66,1947.28,1973.66,1946.01,170000000,1.17
2016-08-15,2023.24,1977.23,2028.88,1974.34,285300000,2.51
2016-08-16,2036.80,2026.34,2042.37,2026.31,261200000,0.67
2016-08-17,2043.27,2036.97,2049.65,2031.16,239600000,0.32
2016-08-18,2042.22,2040.35,2051.31,2034.93,254300000,-0.05
2016-08-19,2044.70,2040.65,2050.99,2033.42,215200000,0.12
2016-08-22,2018.66,2045.35,2050.03,2018.26,214000000,-1.27
2016-08-23,2024.05,2016.93,2031.31,2010.95,189100000,0.27
2016-08-24,2030.28,2026.14,2040.04,2023.99,183000000,0.31
2016-08-25,2019.02,2019.53,2022.09,1995.60,200700000,-0.55
2016-08-26,2023.09,2022.96,2039.13,2019.02,187600000,0.20
2016-08-29,2027.15,2021.68,2032.67,2019.41,167900000,0.20
2016-08-30,2028.36,2028.85,2039.08,2025.05,165400000,0.06
2016-08-31,2032.87,2028.57,2034.21,2016.65,173100000,0.22
2016-09-01,2017.46,2032.57,2035.29,2017.46,179500000,-0.76
2016-09-02,2009.29,2014.41,2024.46,1999.76,164600000,-0.40
2016-09-05,2018.10,2015.19,2029.03,2014.29,163299999,0.44
2016-09-06,2048.19,2019.27,2048.19,2002.81,216800000,1.49
2016-09-07,2044.55,2048.18,2057.78,2042.43,232800000,-0.18
2016-09-08,2050.08,2043.11,2051.57,2038.38,183200000,0.27
2016-09-09,2035.02,2050.59,2054.60,2035.02,195500000,-0.73
2016-09-12,1977.06,1998.50,2007.00,1976.97,219000000,-2.85
2016-09-13,1989.33,1987.77,1993.66,1977.79,163299999,0.62
2016-09-14,1980.25,1980.32,1991.54,1973.11,152700000,-0.46
2016-09-19,2001.29,1984.12,2001.37,1984.12,142400000,1.06
2016-09-20,2000.06,2002.68,2003.28,1994.95,146400000,-0.06
2016-09-21,2005.60,1999.53,2010.45,1998.86,144100000,0.28
2016-09-22,2018.16,2016.64,2024.75,2015.01,171500000,0.63
2016-09-23,2008.12,2019.57,2020.84,2007.79,165700000,-0.50
2016-09-26,1966.60,2004.16,2004.16,1966.60,179899999,-2.07
2016-09-27,1981.26,1962.59,1981.26,1955.17,148400000,0.75
2016-09-28,1978.30,1982.18,1983.51,1974.68,128800000,-0.15
2016-09-29,1985.92,1979.46,1993.87,1979.46,137600000,0.39
2016-09-30,1995.61,1983.99,1998.27,1983.41,128100000,0.49
2016-10-10,2033.38,2004.73,2033.38,1999.80,185300000,1.89
2016-10-11,2043.69,2033.64,2043.69,2031.23,194200000,0.51
2016-10-12,2047.12,2037.91,2047.12,2034.55,182300000,0.17
2016-10-13,2049.31,2046.81,2054.56,2044.17,188200000,0.11
2016-10-14,2046.74,2046.60,2047.75,2032.90,179000000,-0.13
2016-10-17,2027.56,2048.88,2051.64,2022.04,191900000,-0.94
2016-10-18,2056.59,2025.07,2056.59,2025.04,191100000,1.43
2016-10-19,2053.79,2059.46,2063.16,2048.68,201200000,-0.14
2016-10-20,2060.39,2054.51,2063.02,2052.13,195500000,0.32
2016-10-21,2052.56,2059.08,2060.60,2035.52,200900000,-0.38
2016-10-24,2070.21,2053.08,2073.42,2049.73,210400000,0.86
2016-10-25,2077.75,2071.16,2077.80,2070.61,206200000,0.36
2016-10-26,2069.36,2077.29,2077.31,2063.19,218200000,-0.40
2016-10-27,2068.09,2067.07,2068.47,2059.48,178200000,-0.06
2016-10-28,2052.02,2067.11,2074.88,2051.98,192500000,-0.78
2016-10-31,2050.28,2046.27,2052.65,2035.58,164600000,-0.08
2016-11-01,2073.11,2051.93,2073.11,2051.93,177600000,1.11
2016-11-02,2060.05,2069.16,2075.04,2058.76,208000000,-0.63
2016-11-03,2071.59,2055.16,2085.92,2053.54,233600000,0.56
2016-11-04,2067.15,2071.60,2081.12,2063.20,204300000,-0.21
2016-11-07,2066.81,2066.96,2072.59,2060.78,205799999,-0.02
2016-11-08,2080.43,2073.17,2082.89,2070.83,200200000,0.66
2016-11-09,2068.47,2080.56,2082.84,2041.33,246900000,-0.57
2016-11-10,2096.89,2083.71,2098.37,2083.71,242300000,1.37
2016-11-11,2108.03,2097.04,2108.03,2093.96,282000000,0.53
2016-11-14,2114.30,2104.00,2120.35,2101.70,285400000,0.30
2016-11-15,2124.40,2114.16,2124.40,2107.26,240799999,0.48
2016-11-16,2124.85,2126.45,2131.95,2124.00,250500000,0.02
2016-11-17,2116.86,2119.86,2121.25,2106.92,212300000,-0.38
2016-11-18,2111.28,2117.82,2123.44,2108.63,199000000,-0.26
2016-11-21,2118.94,2110.60,2122.74,2110.28,201700000,0.36
2016-11-22,2137.88,2121.94,2137.88,2121.94,224200000,0.89
2016-11-23,2129.51,2140.52,2143.78,2125.18,244800000,-0.39
2016-11-24,2121.49,2126.85,2133.85,2116.88,227900000,-0.38
2016-11-25,2129.85,2119.73,2129.85,2088.32,220600000,0.39
2016-11-28,2126.82,2134.62,2136.92,2125.56,219700000,-0.14
2016-11-29,2110.36,2122.44,2131.79,2110.31,227900000,-0.77
2016-11-30,2106.91,2106.57,2116.28,2100.30,194200000,-0.16
2016-12-01,2119.69,2110.04,2119.69,2110.04,188500000,0.61
2016-12-02,2084.49,2119.18,2120.22,2083.40,206600000,-1.66
2016-12-05,2068.17,2063.07,2084.24,2059.25,182700000,-0.78
2016-12-06,2071.44,2071.45,2078.51,2068.92,153400000,0.16
2016-12-07,2090.33,2071.51,2090.33,2067.13,165400000,0.91
2016-12-08,2077.37,2091.67,2091.96,2076.15,168900000,-0.62
2016-12-09,2070.01,2075.11,2079.56,2066.16,165300000,-0.35
2016-12-12,1969.33,2068.71,2069.45,1967.72,243100000,-4.86
2016-12-13,1975.88,1963.15,1982.20,1946.70,177000000,0.33
2016-12-14,1959.86,1973.00,1980.04,1954.81,172700000,-0.81
2016-12-15,1972.90,1953.20,1985.60,1951.92,168600000,0.67
2016-12-16,1991.64,1973.58,1993.26,1971.98,166600000,0.95
2016-12-19,1984.10,1990.80,1990.80,1979.56,158400000,-0.38
2016-12-20,1981.32,1982.48,1984.31,1972.92,151300000,-0.14
2016-12-21,1996.03,1985.02,1996.36,1985.02,154200000,0.74
2016-12-22,1993.37,1995.65,1996.58,1984.43,145800000,-0.13
2016-12-23,1971.06,1992.32,1993.40,1969.51,147900000,-1.12
2016-12-26,1978.37,1963.09,1978.37,1942.14,142700000,0.37
2016-12-27,1979.73,1977.68,1985.88,1976.45,135900000,0.07
2016-12-28,1972.35,1978.47,1982.91,1968.68,138400000,-0.37
2016-12-29,1966.24,1969.03,1979.41,1965.16,129900000,-0.31
2016-12-30,1969.11,1967.53,1973.85,1962.44,131000000,0.15
2017-01-03,1985.95,1972.55,1985.95,1972.55,142800000,0.86
2017-01-04,2008.79,1986.49,2008.79,1984.38,176300000,1.15
2017-01-05,2005.58,2008.34,2011.26,2005.00,172200000,-0.16
2017-01-06,1988.13,2003.36,2003.59,1987.39,167900000,-0.87
2017-01-09,1994.15,1985.76,1995.12,1981.04,154000000,0.30
2017-01-10,1989.29,1993.06,1999.69,1988.20,158600000,-0.24
2017-01-11,1968.43,1985.86,1992.08,1968.43,151400000,-1.05
2017-01-12,1951.31,1966.66,1973.06,1949.75,146900000,-0.87
2017-01-13,1921.00,1951.00,1953.93,1918.97,145800000,-1.55
2017-01-16,1851.41,1914.95,1915.02,1804.53,193299999,-3.62
2017-01-17,1873.02,1844.50,1873.02,1823.51,141200000,1.17
2017-01-18,1864.59,1867.98,1875.64,1860.52,119200000,-0.45
2017-01-19,1857.46,1858.98,1868.60,1850.61,114600000,-0.38
2017-01-20,1885.77,1854.68,1889.24,1854.68,126400000,1.52
2017-01-23,1902.14,1888.09,1907.04,1888.09,133300000,0.87
2017-01-24,1896.45,1901.53,1902.14,1893.88,124800000,-0.30
2017-01-25,1904.04,1894.24,1907.07,1892.30,110800000,0.40
2017-01-26,1917.32,1906.69,1917.32,1906.65,103699999,0.70
2017-02-03,1909.79,1918.79,1920.09,1904.67,98800000,-0.39
2017-02-06,1927.57,1910.21,1927.57,1906.84,125700000,0.93
2017-02-07,1927.17,1925.90,1931.19,1917.91,140300000,-0.02
2017-02-08,1941.79,1924.23,1941.79,1915.31,151400000,0.76
2017-02-09,1954.62,1940.84,1956.38,1939.63,174400000,0.66
2017-02-10,1950.32,1954.79,1956.77,1947.84,189000000,-0.22
2017-02-13,1964.75,1948.93,1965.31,1946.99,181900000,0.74
2017-02-14,1964.32,1964.78,1966.82,1958.43,162000000,-0.02
2017-02-15,1947.04,1963.06,1968.62,1943.64,184700000,-0.88
2017-02-16,1958.12,1945.51,1958.67,1943.25,164700000,0.57
2017-02-17,1945.11,1958.26,1964.56,1941.76,180799999,-0.66
2017-02-20,1962.53,1944.29,1962.53,1943.76,179100000,0.90
2017-02-21,1981.14,1964.14,1981.14,1963.19,189300000,0.95
2017-02-22,1990.34,1980.99,1990.34,1977.52,193800000,0.46
2017-02-23,1991.98,1990.26,1992.78,1980.66,199600000,0.08
