Date,Price,Open,High,Low,Vol.,Change
2014-01-09,1038.62,1051.28,1060.89,1038.48,88910000,-1.44
2014-01-10,1021.59,1035.14,1037.62,1018.65,74650000,-1.64
2014-01-13,1019.47,1021.41,1029.84,1013.26,67900000,-0.21
2014-01-14,1039.62,1019.49,1039.63,1018.18,77440000,1.98
2014-01-15,1047.31,1039.05,1047.31,1038.14,77970000,0.74
2014-01-16,1046.17,1047.81,1053.04,1043.40,79160000,-0.11
2014-01-17,1036.03,1043.54,1045.03,1035.36,69640000,-0.97
2014-01-20,1026.94,1034.02,1038.79,1021.14,68430000,-0.88
2014-01-21,1042.59,1026.20,1042.59,1026.20,74270000,1.52
2014-01-22,1067.05,1043.55,1067.06,1043.55,103700000,2.35
2014-01-23,1075.47,1067.41,1079.60,1066.22,100800000,0.79
2014-01-24,1089.53,1073.33,1092.47,1072.03,109230000,1.31
2014-01-27,1083.21,1084.50,1093.05,1077.55,109900000,-0.58
2014-01-28,1079.84,1084.00,1089.12,1070.51,85320000,-0.31
2014-01-29,1089.00,1081.12,1089.86,1080.41,83850000,0.85
2014-01-30,1081.27,1087.90,1088.64,1078.38,71980000,-0.71
2014-02-07,1098.68,1075.05,1098.68,1071.97,85080000,1.61
2014-02-10,1128.06,1102.47,1128.44,1102.47,135040000,2.67
2014-02-11,1127.22,1128.86,1133.86,1114.56,139570000,-0.07
2014-02-12,1139.04,1127.34,1139.04,1122.15,128960000,1.05
2014-02-13,1119.93,1138.06,1140.68,1119.87,135790000,-1.68
2014-02-14,1138.39,1119.07,1138.39,1117.60,111980000,1.65
2014-02-17,1160.39,1143.15,1160.39,1142.71,139450000,1.93
2014-02-18,1155.62,1160.92,1160.92,1150.99,142310000,-0.41
2014-02-19,1157.20,1154.87,1162.05,1146.96,140510000,0.14
2014-02-20,1139.27,1157.61,1159.72,1135.69,137950000,-1.55
2014-02-21,1135.01,1136.94,1143.00,1125.42,106280000,-0.37
2014-02-24,1134.19,1130.50,1134.19,1114.94,118030000,-0.07
2014-02-25,1089.22,1135.59,1142.95,1083.23,154600000,-3.96
2014-02-26,1094.73,1081.68,1094.74,1066.24,115870000,0.51
2014-02-27,1075.48,1097.33,1110.51,1074.47,124620000,-1.76
2014-02-28,1090.87,1072.96,1090.89,1063.76,105580000,1.43
2014-03-03,1109.41,1090.57,1109.44,1088.94,107890000,1.70
2014-03-04,1106.35,1105.84,1108.38,1094.10,110220000,-0.28
2014-03-05,1103.67,1108.36,1111.57,1101.72,101700000,-0.24
2014-03-06,1105.69,1101.51,1108.20,1086.48,102120000,0.18
2014-03-07,1102.28,1105.09,1111.79,1097.42,99320000,-0.31
2014-03-10,1064.06,1093.35,1093.35,1062.67,103870000,-3.47
2014-03-11,1064.30,1060.56,1072.03,1053.79,86120000,0.02
2014-03-12,1062.79,1061.47,1072.23,1047.02,91740000,-0.14
2014-03-13,1078.35,1062.86,1078.35,1062.86,81020000,1.46
2014-03-14,1074.19,1074.22,1081.05,1066.79,78780000,-0.39
2014-03-17,1096.36,1075.64,1096.36,1075.37,84340000,2.06
2014-03-18,1099.90,1097.15,1107.22,1096.37,92680000,0.32
2014-03-19,1094.44,1097.14,1097.14,1084.21,96800000,-0.50
2014-03-20,1065.43,1092.07,1098.24,1065.43,103990000,-2.65
2014-03-21,1084.50,1059.26,1085.99,1050.20,107740000,1.79
2014-03-24,1085.48,1083.54,1088.70,1077.98,110550000,0.09
2014-03-25,1083.31,1082.23,1088.42,1077.21,106740000,-0.20
2014-03-26,1088.86,1084.70,1090.74,1084.47,87590000,0.51
2014-03-27,1067.32,1087.31,1087.31,1067.32,97880000,-1.98
2014-03-28,1044.14,1064.52,1066.83,1041.46,102470000,-2.17
2014-03-31,1039.88,1044.09,1048.60,1033.66,70600000,-0.41
2014-04-01,1057.01,1038.67,1057.06,1038.39,65620000,1.65
2014-04-02,1055.12,1057.70,1060.88,1051.92,80690000,-0.18
2014-04-03,1055.58,1055.71,1063.55,1051.24,79710000,0.04
2014-04-04,1068.07,1053.18,1068.07,1050.83,70480000,1.18
2014-04-08,1078.20,1062.92,1078.20,1060.92,85950000,0.95
2014-04-09,1087.88,1079.39,1087.89,1079.39,85700000,0.90
2014-04-10,1092.70,1089.37,1096.86,1087.33,105830000,0.44
2014-04-11,1088.10,1088.45,1090.69,1081.98,87930000,-0.42
2014-04-14,1094.41,1087.79,1094.50,1087.54,81290000,0.58
2014-04-15,1085.96,1093.47,1093.47,1084.13,89380000,-0.77
2014-04-16,1085.06,1083.21,1087.50,1079.47,74850000,-0.08
2014-04-17,1086.23,1086.44,1090.59,1085.50,73040000,0.11
2014-04-18,1089.36,1083.70,1089.68,1080.55,66050000,0.29
2014-04-21,1074.78,1083.04,1092.82,1074.17,80110000,-1.34
2014-04-22,1066.50,1073.06,1077.15,1051.49,80650000,-0.77
2014-04-23,1064.93,1065.22,1072.15,1060.58,63800000,-0.15
2014-04-24,1057.31,1063.63,1065.74,1054.28,67610000,-0.72
2014-04-25,1036.72,1056.12,1057.15,1036.61,77750000,-1.95
2014-04-28,1007.27,1032.71,1032.71,1006.67,80400000,-2.84
2014-04-29,1019.84,1004.93,1019.84,1004.93,59590000,1.25
2014-04-30,1027.58,1019.24,1027.95,1018.14,54810000,0.76
2014-05-05,1037.03,1025.43,1037.03,1021.55,57690000,0.92
2014-05-06,1044.20,1035.95,1049.65,1035.27,68630000,0.69
2014-05-07,1027.99,1041.21,1041.21,1027.61,65650000,-1.55
2014-05-08,1026.20,1025.09,1040.21,1023.16,65019999,-0.17
2014-05-09,1017.69,1025.52,1026.31,1009.73,63880000,-0.83
2014-05-12,1040.54,1023.34,1040.56,1020.02,85710000,2.25
2014-05-13,1039.38,1040.06,1044.68,1035.96,76170000,-0.11
2014-05-14,1040.81,1038.74,1043.27,1036.60,65080000,0.14
2014-05-15,1022.51,1039.14,1040.12,1021.65,67030000,-1.76
2014-05-16,1019.36,1020.58,1022.65,1008.46,59080000,-0.31
2014-05-19,1014.19,1017.11,1017.12,1006.54,53680000,-0.51
2014-05-20,1018.50,1019.01,1028.18,1015.85,57580000,0.42
2014-05-21,1028.00,1015.84,1028.00,1008.46,55770000,0.93
2014-05-22,1028.68,1028.50,1040.52,1028.35,71650000,0.07
2014-05-23,1040.46,1028.26,1040.46,1026.47,63940000,1.15
2014-05-26,1052.80,1044.56,1052.80,1044.56,73950000,1.19
2014-05-27,1048.81,1052.02,1054.17,1047.32,67740000,-0.38
2014-05-28,1063.22,1048.70,1063.32,1047.34,85250000,1.37
2014-05-29,1050.58,1063.52,1065.79,1050.50,82320000,-1.19
2014-05-30,1053.75,1050.18,1057.01,1044.17,73730000,0.30
2014-06-03,1052.88,1054.18,1059.16,1052.74,68510000,-0.08
2014-06-04,1044.43,1051.65,1051.65,1035.94,68410000,-0.80
2014-06-05,1058.30,1043.24,1058.30,1042.33,68170000,1.33
2014-06-06,1055.56,1058.65,1060.81,1049.88,71820000,-0.26
2014-06-09,1049.31,1053.60,1058.71,1048.78,66450000,-0.59
2014-06-10,1063.88,1049.87,1063.88,1046.04,75940000,1.39
2014-06-11,1068.93,1062.29,1069.72,1060.92,79830000,0.47
2014-06-12,1066.56,1066.76,1070.21,1063.11,80330000,-0.22
2014-06-13,1079.36,1065.33,1080.39,1064.89,93250000,1.20
2014-06-16,1086.53,1080.22,1087.37,1080.22,94370000,0.66
2014-06-17,1075.81,1085.30,1085.30,1075.41,89700000,-0.99
2014-06-18,1068.72,1075.86,1077.32,1068.26,86890000,-0.66
2014-06-19,1040.42,1067.89,1070.21,1034.77,91010000,-2.65
2014-06-20,1050.11,1039.87,1050.37,1038.64,66940000,0.93
2014-06-23,1061.26,1052.03,1064.41,1052.03,72860000,1.06
2014-06-24,1068.50,1061.40,1068.50,1061.23,75770000,0.68
2014-06-25,1064.23,1067.69,1067.69,1059.29,72400000,-0.40
2014-06-26,1080.33,1064.46,1081.31,1064.46,92220000,1.51
2014-06-27,1086.98,1080.57,1091.68,1078.34,106770000,0.62
2014-06-30,1096.78,1087.70,1096.78,1085.54,109710000,0.90
2014-07-01,1101.72,1097.80,1101.72,1094.64,109960000,0.45
2014-07-02,1106.94,1102.00,1106.94,1095.82,114340000,0.47
2014-07-03,1113.91,1106.78,1116.78,1103.83,126290000,0.63
2014-07-04,1113.55,1114.70,1116.06,1110.71,113190000,-0.03
2014-07-07,1111.83,1113.84,1116.71,1106.63,104900000,-0.15
2014-07-08,1120.38,1110.91,1120.38,1103.13,108440000,0.77
2014-07-09,1102.43,1119.12,1121.98,1102.41,124350000,-1.60
2014-07-10,1100.86,1102.03,1107.47,1099.36,103970000,-0.14
2014-07-11,1107.82,1100.60,1110.91,1099.89,107210000,0.63
2014-07-14,1121.05,1108.73,1121.06,1106.35,119370000,1.19
2014-07-15,1116.75,1120.26,1120.97,1110.10,131500000,-0.38
2014-07-16,1105.22,1115.40,1118.45,1101.36,114620000,-1.03
2014-07-17,1099.05,1103.68,1104.18,1092.39,91260000,-0.56
2014-07-18,1101.26,1095.73,1107.29,1094.48,89770000,0.20
2014-07-21,1100.09,1100.88,1103.05,1095.03,85970000,-0.11
2014-07-22,1114.76,1098.74,1114.78,1098.50,103510000,1.33
2014-07-23,1102.73,1114.46,1116.16,1098.55,113740000,-1.08
2014-07-24,1101.09,1101.83,1106.79,1089.89,125180000,-0.15
2014-07-25,1111.52,1101.59,1111.54,1100.96,108240000,0.95
2014-07-28,1133.83,1115.12,1134.28,1115.12,151160000,2.01
2014-07-29,1145.74,1135.14,1149.19,1132.94,150270000,1.05
2014-07-30,1150.56,1144.83,1151.82,1142.91,142450000,0.42
2014-07-31,1160.01,1150.12,1160.02,1148.07,133470000,0.82
2014-08-01,1148.29,1156.43,1164.25,1146.75,154310000,-1.01
2014-08-04,1164.32,1149.62,1164.32,1149.44,131419999,1.40
2014-08-05,1172.76,1165.14,1172.76,1158.76,146170000,0.72
2014-08-06,1177.33,1169.45,1179.29,1164.73,147600000,0.39
2014-08-07,1166.50,1177.35,1183.09,1166.18,144050000,-0.92
2014-08-08,1174.41,1167.76,1176.74,1167.52,118580000,0.68
2014-08-11,1191.36,1176.28,1191.36,1176.28,132970000,1.44
2014-08-12,1194.94,1191.44,1194.94,1188.58,137560000,0.30
2014-08-13,1194.81,1194.79,1198.10,1181.24,148230000,-0.01
2014-08-14,1187.95,1193.77,1200.74,1187.24,149420000,-0.57
2014-08-15,1201.17,1188.28,1202.23,1186.76,142850000,1.11
2014-08-18,1218.73,1204.10,1218.74,1204.10,162020000,1.46
2014-08-19,1223.09,1221.51,1225.46,1214.34,178270000,0.36
2014-08-20,1222.12,1222.93,1228.20,1218.65,160510000,-0.08
2014-08-21,1223.83,1222.91,1223.83,1208.94,151240000,0.14
2014-08-22,1232.50,1223.50,1233.94,1222.43,142620000,0.71
2014-08-25,1223.07,1233.25,1233.25,1219.80,137690000,-0.77
2014-08-26,1202.46,1220.69,1223.62,1198.16,140140000,-1.69
2014-08-27,1209.20,1202.00,1211.99,1202.00,110770000,0.56
2014-08-28,1198.71,1209.33,1211.79,1195.63,112170000,-0.87
2014-08-29,1212.26,1198.38,1212.26,1197.56,91220000,1.13
2014-09-01,1232.56,1213.59,1232.56,1213.59,117720000,1.67
2014-09-02,1249.06,1235.60,1249.06,1234.52,158900000,1.34
2014-09-03,1258.74,1251.49,1260.36,1249.36,175730000,0.77
2014-09-04,1268.56,1259.87,1268.56,1256.16,176280000,0.78
2014-09-05,1273.68,1270.74,1273.71,1263.65,175450000,0.40
2014-09-09,1279.52,1275.12,1279.52,1266.08,170560000,0.46
2014-09-10,1285.18,1276.15,1286.27,1270.10,169950000,0.44
2014-09-11,1283.03,1285.45,1299.97,1275.93,197850000,-0.17
2014-09-12,1294.79,1282.18,1294.79,1279.00,160470000,0.92
2014-09-15,1304.20,1294.65,1305.08,1290.96,186380000,0.73
2014-09-16,1263.04,1305.44,1306.16,1262.80,235880000,-3.16
2014-09-17,1271.34,1264.15,1271.34,1252.11,162450000,0.66
2014-09-18,1279.43,1269.51,1279.43,1266.29,147020000,0.64
2014-09-19,1291.23,1280.24,1292.02,1277.83,137590000,0.92
2014-09-22,1275.52,1289.80,1289.80,1272.50,146480000,-1.22
2014-09-23,1291.42,1275.44,1291.42,1275.44,136740000,1.25
2014-09-24,1309.14,1289.70,1309.14,1286.91,172220000,1.37
2014-09-25,1309.04,1313.25,1321.20,1305.29,182220000,-0.01
2014-09-26,1312.60,1307.01,1312.99,1302.86,148910000,0.27
2014-09-29,1324.94,1316.27,1325.23,1316.26,164990000,0.94
2014-09-30,1333.50,1327.40,1334.49,1325.05,149570000,0.65
2014-10-08,1351.82,1338.08,1351.82,1331.27,166250000,1.37
2014-10-09,1355.71,1353.94,1357.86,1338.20,204880000,0.29
2014-10-10,1350.60,1351.64,1357.39,1343.01,196140000,-0.38
2014-10-13,1349.47,1345.82,1349.47,1330.18,175780000,-0.08
2014-10-14,1345.64,1347.48,1357.85,1338.41,172810000,-0.28
2014-10-15,1351.12,1344.71,1351.12,1333.30,166570000,0.41
2014-10-16,1332.90,1344.44,1356.21,1332.90,175050000,-1.35
2014-10-17,1323.52,1330.59,1336.51,1299.83,169450000,-0.70
2014-10-20,1340.98,1325.84,1340.98,1325.25,129320000,1.32
2014-10-21,1330.77,1340.77,1344.82,1329.41,132639999,-0.76
2014-10-22,1316.03,1330.49,1335.72,1315.47,122520000,-1.11
2014-10-23,1296.05,1312.71,1317.11,1290.78,133250000,-1.52
2014-10-24,1296.64,1296.53,1304.77,1292.45,99720000,0.05
2014-10-27,1302.39,1292.31,1302.39,1284.88,101790000,0.44
2014-10-28,1333.53,1304.99,1333.53,1304.99,139380000,2.39
2014-10-29,1349.97,1336.95,1352.84,1334.47,188400000,1.23
2014-10-30,1349.57,1350.09,1356.13,1344.43,174060000,-0.03
2014-10-31,1350.50,1350.98,1355.66,1338.79,175180000,0.07
2014-11-03,1361.38,1352.08,1361.41,1351.44,173760000,0.81
2014-11-04,1353.81,1361.36,1362.82,1349.02,173490000,-0.56
2014-11-05,1353.12,1353.60,1357.02,1346.35,159290000,-0.05
2014-11-06,1364.53,1352.88,1364.55,1347.36,144820000,0.84
2014-11-07,1354.36,1366.12,1372.99,1348.67,179330000,-0.75
2014-11-10,1365.64,1357.17,1365.64,1352.30,158530000,0.83
2014-11-11,1325.73,1367.51,1368.10,1315.26,205240000,-2.92
2014-11-12,1345.41,1321.86,1345.41,1319.70,129080000,1.48
2014-11-13,1325.78,1344.34,1344.34,1318.54,160940000,-1.46
2014-11-14,1322.62,1321.03,1324.55,1314.05,123820000,-0.24
2014-11-17,1335.73,1324.30,1341.92,1318.07,124170000,0.99
