Date,Open,High,Low,Close,Adj Close,Volume
1993-07-16,3909.590088,3909.590088,3909.590088,3909.590088,3909.590088,0
1993-07-19,3771.939941,3771.939941,3771.939941,3771.939941,3771.939941,0
1993-07-20,3771.939941,3771.939941,3771.939941,3771.939941,3771.939941,0
1993-07-21,3854.530029,3854.530029,3854.530029,3854.530029,3854.530029,0
1993-07-22,3827.000000,3827.000000,3827.000000,3827.000000,3827.000000,0
1993-07-23,3827.000000,3827.000000,3827.000000,3827.000000,3827.000000,0
1993-07-26,3937.120117,3937.120117,3937.120117,3937.120117,3937.120117,0
1993-07-27,3878.719971,3878.719971,3878.719971,3878.719971,3878.719971,0
1993-07-28,3861.389893,3861.389893,3861.389893,3861.389893,3861.389893,0
1993-07-29,3760.780029,3760.780029,3760.780029,3760.780029,3760.780029,0
1993-07-30,3676.969971,3676.969971,3676.969971,3676.969971,3676.969971,0
1993-08-02,3702.370117,3702.370117,3702.370117,3702.370117,3702.370117,0
1993-08-03,3761.340088,3761.340088,3761.340088,3761.340088,3761.340088,0
1993-08-04,3880.889893,3880.889893,3880.889893,3880.889893,3880.889893,0
1993-08-05,4076.689941,4076.689941,4076.689941,4076.689941,4076.689941,0
1993-08-06,4232.450195,4232.450195,4232.450195,4232.450195,4232.450195,0
1993-08-09,4397.020020,4397.020020,4397.020020,4397.020020,4397.020020,0
1993-08-10,4538.319824,4538.319824,4538.319824,4538.319824,4538.319824,0
1993-08-11,4793.129883,4793.129883,4793.129883,4793.129883,4793.129883,0
1993-08-12,5284.859863,5284.859863,5284.859863,5284.859863,5284.859863,0
1993-08-13,5061.100098,5061.100098,5061.100098,5061.100098,5061.100098,0
1993-08-16,5117.589844,5117.589844,5117.589844,5117.589844,5117.589844,0
1993-08-17,4921.229980,4921.229980,4921.229980,4921.229980,4921.229980,0
1993-08-18,4850.709961,4850.709961,4850.709961,4850.709961,4850.709961,0
1993-08-19,4867.600098,4867.600098,4867.600098,4867.600098,4867.600098,0
1993-08-20,4954.189941,4954.189941,4954.189941,4954.189941,4954.189941,0
1993-08-23,4960.049805,4960.049805,4960.049805,4960.049805,4960.049805,0
1993-08-24,4924.959961,4924.959961,4924.959961,4924.959961,4924.959961,0
1993-08-25,4973.339844,4973.339844,4973.339844,4973.339844,4973.339844,0
1993-08-26,5172.040039,5172.040039,5172.040039,5172.040039,5172.040039,0
1993-08-27,5310.560059,5310.560059,5310.560059,5310.560059,5310.560059,0
1993-08-30,null,null,null,null,null,null
1993-08-31,5350.770020,5350.770020,5350.770020,5350.770020,5350.770020,0
1993-09-01,5242.819824,5242.819824,5242.819824,5242.819824,5242.819824,0
1993-09-02,5152.549805,5152.549805,5152.549805,5152.549805,5152.549805,0
1993-09-03,5173.430176,5173.430176,5173.430176,5173.430176,5173.430176,0
1993-09-06,5159.839844,5159.839844,5159.839844,5159.839844,5159.839844,0
1993-09-07,5197.580078,5197.580078,5197.580078,5197.580078,5197.580078,0
1993-09-08,5209.169922,5209.169922,5209.169922,5209.169922,5209.169922,0
1993-09-09,5068.299805,5068.299805,5068.299805,5068.299805,5068.299805,0
1993-09-10,5107.299805,5107.299805,5107.299805,5107.299805,5107.299805,0
1993-09-13,5012.680176,5012.680176,5012.680176,5012.680176,5012.680176,0
1993-09-14,5084.109863,5084.109863,5084.109863,5084.109863,5084.109863,0
1993-09-15,5071.729980,5071.729980,5071.729980,5071.729980,5071.729980,0
1993-09-16,5035.390137,5035.390137,5035.390137,5035.390137,5035.390137,0
1993-09-17,null,null,null,null,null,null
1993-09-20,5084.720215,5084.720215,5084.720215,5084.720215,5084.720215,0
